Year,Quarter,Decade,Month,Day,Effective Federal Funds Rate,Unemployment Rate,Inflation Rate (CPI-U),Crude Oil Spot Price,Consumer Sentiment Index (100 = 1966Q1),Real GDP (Billions of chained 2012 dollars),Thousands of New Housing Building Permits,Home Price Index (100 = Jan 2000),Nasdaq 100 Index,Recession Indicator (1 = recession),CPI-U Index (1970Q1 = 100)
2005,3,2000,9,1,3.93,5,4.7,65.57,76.9,14956.291,2263,177.609,1586.548,0,524.5
2005,4,2000,10,1,4.02,5,4.4,62.37,74.2,15041.232,2170,178.751,1560.81,0,525.3
2005,4,2000,11,1,4.03,5,3.3,58.3,81.6,15041.232,2218,179.674,1653.789,0,522.7
2005,4,2000,12,1,4.09,4.9,3.3,59.43,91.5,15041.232,2120,180.107,1684.789,0,522.7
2006,1,2000,1,1,4.47,4.7,4,65.51,91.2,15244.088,2212,180.827,1713.948,0,525.9
2006,1,2000,2,1,4.52,4.8,3.6,61.63,86.7,15244.088,2141,181.499,1671.262,0,526.1
2006,1,2000,3,1,5,4.7,3.4,62.9,88.9,15244.088,2118,182.749,1678.677,0,526.9
2006,2,2000,4,1,4.86,4.7,3.6,69.69,87.4,15281.525,1998,183.648,1714.697,0,529.6
2006,2,2000,5,1,5.05,4.6,4,70.94,79.1,15281.525,1905,184.38,1637.648,0,531.1
2006,2,2000,6,1,5.05,4.6,4.2,70.96,84.9,15281.525,1867,184.547,1560.091,0,532.5
2006,3,2000,7,1,5.31,4.7,4.1,74.41,84.7,15304.517,1763,184.607,1501.471,0,535.4
2006,3,2000,8,1,5.31,4.7,3.9,73.05,82,15304.517,1722,184.404,1534.339,0,537.7
2006,3,2000,9,1,5.34,4.5,2,63.87,85.4,15304.517,1655,184.198,1621.182,0,535.1
2006,4,2000,10,1,5.31,4.4,1.4,58.88,93.6,15433.643,1570,184.054,1704.203,0,532.7
2006,4,2000,11,1,5.31,4.5,2,59.37,92.1,15433.643,1535,183.632,1770.276,0,533
2006,4,2000,12,1,5.17,4.4,2.5,62.03,91.7,15433.643,1638,183.23,1780.677,0,535.9
2007,1,2000,1,1,5.33,4.6,2.1,54.57,96.9,15478.956,1626,182.718,1796.384,0,536.8
2007,1,2000,2,1,5.41,4.5,2.4,59.26,91.3,15478.956,1598,182.471,1806.033,0,538.9
2007,1,2000,3,1,5.3,4.4,2.8,60.56,88.4,15478.956,1596,182.194,1759.321,0,541.7
2007,2,2000,4,1,5.29,4.5,2.6,63.97,87.1,15577.779,1470,182.131,1832.813,0,543.3
2007,2,2000,5,1,5.28,4.4,2.7,63.46,88.3,15577.779,1493,181.885,1895.678,0,545.5
2007,2,2000,6,1,5.31,4.6,2.7,67.48,85.3,15577.779,1407,181.541,1922.045,0,546.8
2007,3,2000,7,1,5.28,4.7,2.3,74.18,90.4,15671.605,1361,180.994,1999.071,0,547.8
2007,3,2000,8,1,4.96,4.6,1.9,72.39,83.4,15671.605,1321,180.236,1931.267,0,547.9
2007,3,2000,9,1,4.58,4.7,2.8,79.93,83.4,15671.605,1261,179.123,2024.282,0,550.3
2007,4,2000,10,1,4.6,4.7,3.6,86.2,80.9,15767.146,1192,177.53,2164.635,0,552
2007,4,2000,11,1,4.66,4.7,4.4,94.62,76.1,15767.146,1224,175.161,2080.261,0,556.3
2007,4,2000,12,1,3.06,5,4.1,91.73,75.5,15767.146,1149,173.338,2089.83,0,557.9
2008,1,2000,1,1,3.22,5,4.3,92.95,78.4,15702.906,1094,171.079,1886.383,1,559.8
2008,1,2000,2,1,3.01,4.9,4.1,95.35,70.8,15702.906,1014,169.193,1784.93,1,561.2
2008,1,2000,3,1,2.51,5.1,4,105.56,69.5,15702.906,967,167.906,1748.168,1,563.2
2008,2,2000,4,1,2.37,5,3.9,112.57,62.6,15792.773,1008,167.325,1868.32,1,564.5
2008,2,2000,5,1,1.98,5.4,4.1,125.39,59.8,15792.773,995,167.022,1990.948,1,567.8
2008,2,2000,6,1,2.47,5.6,4.9,133.93,56.4,15792.773,1180,166.538,1950.3,1,573.8
2008,3,2000,7,1,2.09,5.8,5.5,133.44,61.2,15709.562,921,165.714,1830.953,1,577.9
2008,3,2000,8,1,1.94,6.1,5.3,116.61,63,15709.562,858,164.278,1905.027,1,577
2008,3,2000,9,1,2.03,6.1,5,103.9,70.3,15709.562,797,161.913,1710.003,1,577.5
2008,4,2000,10,1,0.22,6.5,3.7,76.65,57.6,15366.607,736,159.163,1328.561,1,572.5
2008,4,2000,11,1,0.52,6.8,1.1,57.44,55.3,15366.607,626,156.071,1199.074,1,562.4
2008,4,2000,12,1,0.14,7.3,0,41.02,60.1,15366.607,554,152.543,1188.241,1,557.8
2009,1,2000,1,1,0.23,7.8,-0.1,41.74,61.2,15187.475,545,149.36,1206.451,1,559.2
2009,1,2000,2,1,0.22,8.3,0,39.16,56.3,15187.475,558,147.615,1199.413,1,561.2
2009,1,2000,3,1,0.16,8.7,-0.4,47.98,57.3,15187.475,513,146.513,1167.309,1,560.7
2009,2,2000,4,1,0.2,9,-0.6,49.79,65.1,15161.772,521,146.942,1332.158,1,561.2
2009,2,2000,5,1,0.19,9.4,-1,59.16,68.7,15161.772,556,148.17,1393.473,1,562.1
2009,2,2000,6,1,0.22,9.5,-1.2,69.68,70.8,15161.772,601,149.796,1472.158,1,566.7
2009,3,2000,7,1,0.18,9.5,-2,64.09,66,15216.647,595,150.747,1515.801,0,566.6
2009,3,2000,8,1,0.15,9.6,-1.5,71.06,65.7,15216.647,616,150.665,1617.945,0,568.5
2009,3,2000,9,1,0.07,9.8,-1.4,69.46,73.5,15216.647,609,149.624,1688.013,0,569.6
2009,4,2000,10,1,0.11,10,-0.2,75.82,70.6,15379.155,583,148.581,1722.001,0,571.3
2009,4,2000,11,1,0.13,9.9,1.9,78.08,67.4,15379.155,623,147.936,1761.787,0,573.2
2009,4,2000,12,1,0.05,9.9,2.8,74.3,72.5,15379.155,664,146.663,1816.541,0,573.5
2010,1,2010,1,1,0.12,9.8,2.6,78.22,74.4,15456.059,636,145.003,1850.219,0,573.8
2010,1,2010,2,1,0.13,9.8,2.2,76.42,73.6,15456.059,650,143.055,1784.735,0,573.3
2010,1,2010,3,1,0.09,9.9,2.3,81.24,73.6,15456.059,687,143.597,1920.616,0,573.5
2010,2,2010,4,1,0.2,9.9,2.2,84.48,72.2,15605.628,637,145.401,2010.96,0,573.6
2010,2,2010,5,1,0.19,9.6,2,73.84,73.6,15605.628,575,147.036,1893.219,0,573.3
2010,2,2010,6,1,0.09,9.4,1.1,75.35,76,15605.628,587,147.701,1847.175,0,573.1
2010,3,2010,7,1,0.18,9.4,1.3,76.37,67.8,15726.282,579,147.561,1827.205,0,574.2
2010,3,2010,8,1,0.21,9.5,1.2,76.82,68.9,15726.282,580,146.425,1839.075,0,575
2010,3,2010,9,1,0.15,9.5,1.1,75.31,68.2,15726.282,563,144.607,1939.883,0,575.9
2010,4,2010,10,1,0.2,9.4,1.2,81.9,67.7,15807.995,558,143.129,2066.017,0,577.9
2010,4,2010,11,1,0.2,9.8,1.1,84.14,71.6,15807.995,560,141.822,2148.408,0,579.4
2010,4,2010,12,1,0.13,9.3,1.4,89.04,74.5,15807.995,632,140.635,2211.412,0,581.7
2011,1,2010,1,1,0.17,9.1,1.7,89.42,74.2,15769.911,576,139.046,2291.243,0,583.6
2011,1,2010,2,1,0.16,9,2.1,89.58,77.5,15769.911,542,137.742,2353.393,0,585.5
2011,1,2010,3,1,0.1,9,2.6,102.94,67.5,15769.911,583,137.794,2298.652,0,588.5
2011,2,2010,4,1,0.09,9.1,3.1,110.04,69.8,15876.839,581,139.163,2344.074,0,591.3
2011,2,2010,5,1,0.1,9,3.5,101.33,74.3,15876.839,618,140.695,2364.606,0,593.2
2011,2,2010,6,1,0.07,9.1,3.5,96.29,71.5,15876.839,636,141.947,2255.073,0,593.2
2011,3,2010,7,1,0.11,9,3.6,97.19,63.7,15870.684,621,142.343,2379.449,0,594.7
2011,3,2010,8,1,0.08,9,3.8,86.33,55.8,15870.684,647,141.786,2173.813,0,596.6
2011,3,2010,9,1,0.06,9,3.8,85.61,59.5,15870.684,610,140.168,2224.473,0,597.9
2011,4,2010,10,1,0.09,8.8,3.5,86.41,60.8,16048.702,671,138.409,2298.662,0,598.3
2011,4,2010,11,1,0.1,8.6,3.5,97.21,63.7,16048.702,706,136.665,2291.78,0,599.4
2011,4,2010,12,1,0.04,8.5,3.1,98.57,69.9,16048.702,697,135.167,2279.224,0,599.5
2012,1,2010,1,1,0.11,8.3,3,100.24,75,16179.968,712,134.166,2404.275,0,601.2
2012,1,2010,2,1,0.1,8.3,2.9,102.25,75.3,16179.968,738,133.995,2567.013,0,602.5
2012,1,2010,3,1,0.09,8.2,2.6,106.19,76.2,16179.968,806,135.865,2698.972,0,603.7
2012,2,2010,4,1,0.16,8.2,2.3,103.33,76.4,16253.726,732,138.476,2716.098,0,604.7
2012,2,2010,5,1,0.16,8.2,1.7,94.7,79.3,16253.726,796,141.054,2589.02,0,603.5
2012,2,2010,6,1,0.09,8.2,1.7,82.41,73.2,16253.726,794,143.173,2549.899,0,603
2012,3,2010,7,1,0.13,8.2,1.4,87.93,72.3,16282.151,849,144.282,2605.679,0,603.1
2012,3,2010,8,1,0.13,8.1,1.7,94.16,74.3,16282.151,840,144.705,2739.133,0,606.6
2012,3,2010,9,1,0.09,7.8,1.9,94.72,78.3,16282.151,930,144.358,2820.917,0,609.5
2012,4,2010,10,1,0.18,7.8,2.2,89.57,82.6,16300.035,887,143.97,2735.885,0,611.2
2012,4,2010,11,1,0.16,7.7,1.8,86.66,82.7,16300.035,917,143.964,2616.618,0,610.2
2012,4,2010,12,1,0.09,7.9,1.8,88.25,72.9,16300.035,941,143.872,2658.755,0,610.1
2013,1,2010,1,1,0.15,8,1.7,94.69,73.8,16441.485,940,144.314,2736.901,0,611.3
2013,1,2010,2,1,0.14,7.7,2,95.32,77.6,16441.485,980,145.162,2748.192,0,614.6
2013,1,2010,3,1,0.09,7.5,1.5,93.05,78.6,16441.485,936,147.962,2795.326,0,612.9
2013,2,2010,4,1,0.14,7.6,1.1,92.07,76.4,16464.402,1012,150.973,2818.563,0,611.6
2013,2,2010,5,1,0.09,7.5,1.4,94.8,84.5,16464.402,1003,153.866,2981.188,0,611.9
2013,2,2010,6,1,0.07,7.5,1.7,95.8,84.1,16464.402,942,156.436,2937.307,0,613.3
2013,3,2010,7,1,0.09,7.3,1.9,104.61,85.1,16594.743,997,158.297,3033.035,0,614.5
2013,3,2010,8,1,0.07,7.2,1.5,106.57,82.1,16594.743,964,159.405,3105.465,0,616
2013,3,2010,9,1,0.06,7.2,1.1,106.29,77.5,16594.743,1004,159.682,3187.53,0,616.2
2013,4,2010,10,1,0.07,7.2,0.9,100.54,73.2,16712.76,1044,159.562,3291.952,0,616.5
2013,4,2010,11,1,0.07,6.9,1.2,93.86,75.1,16712.76,1029,159.367,3399.446,0,617.7
2013,4,2010,12,1,0.07,6.7,1.5,97.63,82.5,16712.76,1005,159.284,3513.761,0,619.3
2014,1,2010,1,1,0.07,6.6,1.6,94.62,81.2,16654.247,976,159.375,3557.89,0,620.8
2014,1,2010,2,1,0.06,6.7,1.1,100.82,81.6,16654.247,1039,159.881,3614.947,0,621.5
2014,1,2010,3,1,0.06,6.7,1.6,100.8,80,16654.247,1067,161.198,3661.111,0,622.8
2014,2,2010,4,1,0.09,6.2,2,102.07,84.1,16868.109,1090,162.976,3554.45,0,623.9
2014,2,2010,5,1,0.08,6.3,2.2,102.18,81.9,16868.109,1018,164.69,3621.108,0,625.1
2014,2,2010,6,1,0.09,6.1,2.1,105.79,82.5,16868.109,1010,166.219,3792.107,0,625.9
2014,3,2010,7,1,0.08,6.2,2,103.59,81.8,17064.616,1076,167.142,3926.736,0,626.6
2014,3,2010,8,1,0.07,6.1,1.7,96.54,82.5,17064.616,1047,167.457,3979.402,0,626.5
2014,3,2010,9,1,0.07,5.9,1.7,93.21,84.6,17064.616,1077,167.249,4070.295,0,626.6
2014,4,2010,10,1,0.07,5.7,1.6,84.4,86.9,17141.235,1094,166.918,3964.637,0,626.5
2014,4,2010,11,1,0.08,5.8,1.2,75.79,88.8,17141.235,1059,166.667,4221.091,0,625.3
2014,4,2010,12,1,0.06,5.6,0.7,59.29,93.6,17141.235,1072,166.472,4260.77,0,623.4
2015,1,2010,1,1,0.06,5.7,-0.2,47.22,98.1,17280.647,1049,166.266,4182.642,0,619.4
2015,1,2010,2,1,0.06,5.5,-0.1,50.58,95.4,17280.647,1127,166.651,4343.405,0,621
2015,1,2010,3,1,0.06,5.4,0,47.82,93,17280.647,1072,168.107,4389.158,0,622.6
2015,2,2010,4,1,0.08,5.4,-0.1,54.45,95.9,17380.875,1166,169.982,4418.906,0,623.3
2015,2,2010,5,1,0.08,5.6,0,59.27,90.7,17380.875,1272,171.86,4476.386,0,625.3
2015,2,2010,6,1,0.08,5.3,0.2,59.82,96.1,17380.875,1379,173.46,4481.683,0,627.1
2015,3,2010,7,1,0.08,5.2,0.2,50.9,93.1,17437.08,1140,174.506,4528.311,0,628.1
2015,3,2010,8,1,0.08,5.1,0.2,42.87,91.9,17437.08,1165,174.95,4422.328,0,628.1
2015,3,2010,9,1,0.07,5,0,45.48,87.2,17437.08,1144,175.06,4261.608,0,626.6
2015,4,2010,10,1,0.07,5,0.1,46.22,90,17462.579,1160,175.067,4445.489,0,627.3
2015,4,2010,11,1,0.08,5.1,0.4,42.44,91.3,17462.579,1244,175.163,4653.221,0,628
2015,4,2010,12,1,0.2,5,0.6,37.19,92.6,17462.579,1212,175.139,4628.013,0,627.3
2016,1,2010,1,1,0.29,4.8,1.2,31.68,92,17565.465,1161,175.059,4259.324,0,627.1
2016,1,2010,2,1,0.29,4.9,0.8,30.32,91.7,17565.465,1187,175.303,4129.566,0,626.2
2016,1,2010,3,1,0.25,5,0.9,37.55,91,17565.465,1114,176.624,4377.111,0,628.2
2016,2,2010,4,1,0.3,5.1,1.2,40.75,89,17618.581,1158,178.516,4491.744,0,630.6
2016,2,2010,5,1,0.29,4.8,1.1,46.71,94.7,17618.581,1196,180.363,4379.427,0,632.1
2016,2,2010,6,1,0.3,4.9,1.1,48.76,93.5,17618.581,1208,181.935,4426.978,0,633.8
2016,3,2010,7,1,0.3,4.8,0.9,44.65,90,17724.489,1190,183.037,4592.553,0,633.5
2016,3,2010,8,1,0.3,4.9,1.1,44.72,89.8,17724.489,1205,183.675,4785.706,0,634.7
2016,3,2010,9,1,0.29,5,1.5,45.18,91.2,17724.489,1280,183.966,4813.312,0,636.3
2016,4,2010,10,1,0.31,4.9,1.7,49.78,87.2,17812.56,1278,184.044,4845.312,0,637.8
2016,4,2010,11,1,0.31,4.7,1.7,45.66,93.8,17812.56,1236,184.258,4791.78,0,638.6
2016,4,2010,12,1,0.55,4.7,2.1,51.97,98.2,17812.56,1252,184.43,4886.329,0,640.2
2017,1,2010,1,1,0.56,4.7,2.5,52.5,98.5,17896.623,1301,184.683,5056.799,0,642.8
2017,1,2010,2,1,0.57,4.6,2.8,53.47,96.3,17896.623,1240,185.049,5261.226,0,643.8
2017,1,2010,3,1,0.82,4.4,2.4,49.33,96.9,17896.623,1285,186.553,5386.221,0,643.5
2017,2,2010,4,1,0.83,4.4,2.2,51.06,97,17996.802,1258,188.561,5447.857,0,644.3
2017,2,2010,5,1,0.83,4.4,1.9,48.48,97.1,17996.802,1209,190.559,5687.36,0,643.8
2017,2,2010,6,1,1.06,4.3,1.6,45.18,95,17996.802,1329,192.294,5766.963,0,644.2
2017,3,2010,7,1,1.07,4.3,1.7,46.63,93.4,18126.226,1264,193.546,5816.113,0,644.4
2017,3,2010,8,1,1.07,4.4,1.9,48.04,96.8,18126.226,1314,194.385,5874.417,0,646.9
2017,3,2010,9,1,1.06,4.3,2.2,49.82,95.1,18126.226,1257,194.857,5954.935,0,650.2
2017,4,2010,10,1,1.07,4.2,2,51.58,100.7,18296.685,1346,195.123,6088.49,0,650.7
2017,4,2010,11,1,1.07,4.2,2.2,56.64,98.5,18296.685,1302,195.489,6328.193,0,652.5
2017,4,2010,12,1,1.33,4.1,2.1,57.88,95.9,18296.685,1309,195.885,6397.973,0,653.8
2018,1,2010,1,1,1.34,4,2.1,63.7,95.7,18436.262,1352,196.153,6790.467,0,656.3
2018,1,2010,2,1,1.35,4.1,2.2,62.23,99.7,18436.262,1332,196.942,6704.425,0,658.2
2018,1,2010,3,1,1.67,4,2.3,62.73,101.4,18436.262,1407,198.61,6844.887,0,658.5
2018,2,2010,4,1,1.69,4,2.4,66.25,98.8,18590.004,1391,200.651,6606.895,0,660
2018,2,2010,5,1,1.7,3.8,2.8,69.98,98,18590.004,1331,202.487,6875.933,0,661.7
2018,2,2010,6,1,1.91,4,2.8,67.87,98.2,18590.004,1320,204.075,7159.602,0,662.6
2018,3,2010,7,1,1.91,3.8,2.9,70.98,97.9,18679.599,1328,204.98,7296.625,0,663.1
2018,3,2010,8,1,1.91,3.8,2.7,68.06,96.2,18679.599,1264,205.356,7453.09,0,664.2
2018,3,2010,9,1,2.18,3.7,2.4,70.23,100.1,18679.599,1289,205.406,7527.98,0,665.5
2018,4,2010,10,1,2.2,3.8,2.5,70.75,98.6,18721.281,1275,205.406,7171.58,0,667.2
2018,4,2010,11,1,2.2,3.8,2.2,56.96,97.5,18721.281,1318,205.147,6855.029,0,666.6
2018,4,2010,12,1,2.4,3.9,1.9,49.52,98.3,18721.281,1338,204.739,6497.98,0,666.4
2019,1,2010,1,1,2.4,4,1.5,51.38,91.2,18833.195,1295,204.246,6619.82,0,666.1
2019,1,2010,2,1,2.4,3.8,1.5,54.95,93.8,18833.195,1304,204.476,7021.051,0,667.9
2019,1,2010,3,1,2.43,3.8,1.9,58.15,98.4,18833.195,1316,205.823,7254.176,0,670.9
2019,2,2010,4,1,2.45,3.6,2,63.86,97.2,18982.528,1337,207.735,7661.904,0,673.3
2019,2,2010,5,1,2.4,3.6,1.8,60.83,100,18982.528,1337,209.401,7480.984,0,673.7
2019,2,2010,6,1,2.4,3.6,1.7,54.66,98.2,18982.528,1276,210.645,7505.149,0,673.8
2019,3,2010,7,1,2.4,3.7,1.8,57.35,98.4,19112.653,1369,211.404,7897.83,0,675.2
2019,3,2010,8,1,2.13,3.7,1.8,54.81,89.8,19112.653,1479,211.765,7619.755,0,675.9
2019,3,2010,9,1,1.9,3.5,1.7,56.95,93.2,19112.653,1439,211.941,7813.959,0,677
2019,4,2010,10,1,1.58,3.6,1.8,53.96,95.5,19202.31,1509,212.032,7859.7,0,678.9
2019,4,2010,11,1,1.56,3.6,2,57.03,96.8,19202.31,1509,212.167,8284.357,0,680.2
2019,4,2010,12,1,1.55,3.6,2.3,59.88,99.3,19202.31,1453,212.294,8527.362,0,681.4
2020,1,2020,1,1,1.59,3.5,2.5,57.52,99.8,18951.992,1550,212.451,9031.151,0,682.5
2020,1,2020,2,1,1.58,3.5,2.3,50.54,101,18951.992,1478,213.266,9297.462,0,683.4
2020,1,2020,3,1,0.08,4.4,1.5,29.21,89.1,18951.992,1382,215.241,7835.443,1,681.2
2020,2,2020,4,1,0.05,14.7,0.4,16.55,71.8,17258.205,1094,217.292,8436.999,1,675.7
2020,2,2020,5,1,0.05,13.2,0.2,28.56,72.3,17258.205,1246,218.549,9208.012,0,675.3
2020,2,2020,6,1,0.08,11,0.7,38.31,78.1,17258.205,1296,219.878,9898.711,0,678.7
2020,3,2020,7,1,0.1,10.2,1,40.71,72.5,18560.774,1542,221.642,10658.309,0,682.2
2020,3,2020,8,1,0.09,8.4,1.3,42.34,74.1,18560.774,1522,224.125,11406.495,0,684.9
2020,3,2020,9,1,0.09,7.9,1.4,39.63,80.4,18560.774,1589,226.884,11330.842,0,686.5
2020,4,2020,10,1,0.09,6.9,1.2,39.4,81.8,18767.778,1595,229.899,11604.979,0,686.9
2020,4,2020,11,1,0.09,6.7,1.1,40.94,76.9,18767.778,1696,232.406,11893.281,0,687.9
2020,4,2020,12,1,0.09,6.7,1.3,47.02,80.7,18767.778,1758,234.456,12622.083,0,690.1
2021,1,2020,1,1,0.07,6.4,1.4,52,79,19055.655,1883,236.505,13048.074,0,691.8
2021,1,2020,2,1,0.07,6.2,1.7,59.04,76.8,19055.655,1726,239.259,13473.78,0,694.8
2021,1,2020,3,1,0.06,6,2.7,62.33,84.9,19055.655,1755,244.248,12900.192,0,699.3
2021,2,2020,4,1,0.05,6,4.2,61.72,88.3,19368.31,1733,249.867,13832.341,0,703.8
2021,2,2020,5,1,0.05,5.8,4.9,65.17,82.9,19368.31,1683,255.496,13466.804,0,708.7
2021,2,2020,6,1,0.08,5.9,5.3,71.38,85.5,19368.31,1594,261.226,14064.488,0,714.9
2021,3,2020,7,1,0.07,5.4,5.3,72.49,81.2,19478.893,1630,265.567,14849.663,0,718.2
2021,3,2020,8,1,0.06,5.2,5.2,67.73,70.3,19478.893,1721,268.88,15173.003,0,720.6
2021,3,2020,9,1,0.06,4.7,5.4,71.65,72.8,19478.893,1586,271.42,15315.131,0,723.5
2021,4,2020,10,1,0.07,4.6,6.2,81.48,71.7,19810.572,1653,273.58,15143.725,0,729.8
2021,4,2020,11,1,0.07,4.2,6.8,79.15,67.4,19810.572,1717,276.086,16237.205,0,734.9
2021,4,2020,12,1,0.07,3.9,7.1,71.71,70.6,19810.572,1885,278.629,16135.422,0,739.1
